time,close,high,low,open,volumefrom,volumeto
1515686100,1221.23,1223.83,1221.23,1223.37,271.77,333522.4
1515686160,1218.13,1221.24,1217.07,1221.23,498.93,608805.58
1515686220,1221.77,1222.47,1218.38,1218.45,529.22,645825.15
1515686280,1223.77,1223.77,1221.3,1222.24,803.13,982705.87
1515686340,1221.78,1224.57,1221.12,1223.77,535.68,656640.25
1515686400,1219.53,1221.27,1218.99,1220.91,363.07,443951.24
1515686460,1223.39,1223.58,1219.29,1219.53,397.07,484652.63
1515686520,1223.21,1223.61,1222.37,1223.33,357.71,438909.63
1515686580,1222.52,1223.47,1222.26,1223.19,262.35,323325.26
1515686640,1222.83,1223.15,1222.38,1222.52,285.05,350686.87
1515686700,1224.67,1224.87,1222.74,1222.83,434.87,534258.32
1515686760,1226.08,1226.08,1224.48,1224.6,131.1,161223.61
1515686820,1225.6,1226.5,1225.3,1226.08,458.89,562132.75
1515686880,1225.97,1226.15,1225.21,1225.6,192.93,237280.96
1515686940,1226.27,1227.03,1225.97,1225.98,374.41,461821.66
1515687000,1226.87,1227.38,1226.14,1226.71,246.3,303346.11
1515687060,1225.6,1226.89,1225.49,1226.87,281.89,346920.58
1515687120,1224.95,1226.01,1224.53,1225.6,323.03,395425.23
1515687180,1223.92,1225.49,1223.38,1224.95,502.04,614209.17
1515687240,1222.89,1224.14,1221.96,1223.92,315.52,386908.41
1515687300,1225.05,1225.36,1222.42,1222.89,275.77,337463.46
1515687360,1225.62,1226.09,1224.61,1225.05,228.35,279855.35
1515687420,1225.74,1226.17,1225.43,1225.62,255.87,317278.07
1515687480,1225.66,1226.04,1225.29,1225.78,248.57,304377.87
1515687540,1226.52,1226.59,1225.42,1225.66,362.05,443679.72
1515687600,1227.42,1227.42,1226.39,1226.53,306.43,375516.92
1515687660,1226.09,1227.54,1225.89,1227.42,328.28,402756.87
1515687720,1225.98,1226.58,1225,1226.09,406.24,499234.16
1515687780,1226.44,1226.67,1225.45,1225.98,157.9,193386.3
1515687840,1225.82,1226.68,1225.63,1226.42,267.46,327357.7
1515687900,1226.88,1226.94,1225.66,1225.82,256.46,315285.27
1515687960,1226.75,1227.02,1226.09,1226.74,190.75,234332.23
1515688020,1227.02,1227.89,1226.26,1226.26,198.79,244452.24
1515688080,1227.33,1227.76,1226.76,1227.02,201.83,247294.66
1515688140,1228.95,1229.49,1227.31,1227.33,311.49,382248.34
1515688200,1229.37,1229.52,1228.66,1228.95,331.55,407793.24
1515688260,1230.02,1230.36,1229.22,1229.37,314.02,386335.78
1515688320,1233.52,1233.52,1229.88,1230.02,2037.4,2499498.97
1515688380,1234.37,1234.74,1233.32,1233.67,492.05,608782.1
1515688440,1236.66,1236.95,1234.14,1234.37,757.16,937976.11
1515688500,1236.24,1237.03,1236,1236.66,357.42,442317.89
1515688560,1236.03,1236.37,1235.95,1236.37,247.84,307184.04
1515688620,1237.45,1237.55,1235.97,1236.03,351.99,435847.91
1515688680,1237.28,1237.57,1236.62,1237.45,351.51,434957.41
1515688740,1237.45,1238.27,1236.1,1237.28,684.18,848484.71
1515688800,1238.38,1238.79,1237.44,1237.45,495.69,614643.15
1515688860,1239.7,1240.15,1238.38,1238.38,381.07,472350.65
1515688920,1240.87,1240.87,1239.68,1239.7,682.78,846517.85
1515688980,1241.21,1241.25,1240.51,1240.92,549.42,683922.74
1515689040,1242.03,1242.18,1240.93,1240.99,700.91,874656.96
1515689100,1242.86,1242.93,1241.88,1242.03,877.15,1088265.95
1515689160,1244.6,1244.65,1242.9,1242.9,1199.19,1494351.96
1515689220,1245.91,1245.91,1244.6,1244.6,633.44,788876.93
1515689280,1245.22,1246.07,1244.64,1245.91,480.2,597563.23
1515689340,1240.89,1245.39,1240.15,1245.22,1243.78,1545896.2
1515689400,1239.29,1242.53,1238.72,1241.01,474.21,588489.68
1515689460,1235.66,1239.31,1235.05,1239.29,867.2,1070386.75
1515689520,1228.77,1235.66,1228.77,1235.66,601.64,742070.78
1515689580,1227.35,1228.87,1227.22,1228.77,248.45,305408.75
1515689640,1227.77,1228.09,1227.35,1227.35,452.03,554695.92
1515689700,1227.52,1228.07,1226.95,1227.77,362.54,444899.25
1515689760,1227.62,1228.5,1227.22,1227.62,292.97,360156.64
1515689820,1226.98,1228.66,1226.88,1227.42,225.86,277291.46
1515689880,1227.29,1227.62,1226.52,1226.98,198.3,243588.53
1515689940,1226.35,1227.42,1226.25,1227.16,350.92,431232.65
1515690000,1226.44,1226.66,1225.73,1226.34,391.02,479407.24
1515690060,1225.04,1226.64,1225.01,1226.44,324.1,397116.77
1515690120,1223.07,1225.06,1222.61,1225.04,823.99,1007467.46
1515690180,1223.24,1223.48,1222.14,1223.07,441.28,538516.88
1515690240,1222.26,1223.6,1222.03,1223.24,540.31,659739.94
1515690300,1219.66,1222.26,1219.55,1222.26,791.22,963659.79
1515690360,1225.19,1225.87,1219.7,1219.7,823.66,1006781.69
1515690420,1226.91,1227.05,1224.52,1225.16,518.54,636821.13
1515690480,1224.78,1227.25,1224.53,1226.91,486.7,598170.41
1515690540,1225.06,1225.26,1223.21,1224.77,658.49,808887.83
1515690600,1227.54,1228.15,1224.61,1224.64,622.28,764777.32
1515690660,1229.33,1229.6,1227.86,1228.05,334.66,411972.82
1515690720,1232.41,1232.43,1229.16,1229.33,407.78,502586.92
1515690780,1227.66,1232.45,1227.49,1232.41,367.03,451332.33
1515690840,1225.17,1227.85,1225.17,1227.66,159.46,196311.24
1515690900,1224.73,1225.17,1223.83,1225.17,298.16,364616.82
1515690960,1229.18,1229.18,1224.73,1224.85,372.25,456716.88
1515691020,1229.9,1230.41,1228.93,1229.18,348.72,429069.38
1515691080,1231.64,1231.65,1229.93,1229.97,276.64,340166.17
1515691140,1227.78,1231.55,1227.44,1231.44,514.47,632467.99
1515691200,1221.33,1228.1,1221.15,1227.78,666.64,813332.27
1515691260,1220.56,1222,1220.54,1221.33,384.88,469371.27
1515691320,1219.03,1220.56,1218.24,1220.5,492.43,602016.59
1515691380,1218.41,1219.1,1218.06,1219.03,248.29,302236.48
1515691440,1218.33,1218.85,1217.87,1218.41,150.35,183220.9
1515691500,1218.46,1218.51,1217.79,1218.33,238.01,290082.15
1515691560,1218.15,1218.47,1217.51,1218.46,242.18,294591.56
1515691620,1217.73,1218.2,1217.36,1218.15,332.05,405572.7
1515691680,1216.99,1218.34,1216.34,1217.84,912.86,1110336.18
1515691740,1217.56,1218.73,1216.99,1216.99,435.9,530844.11
1515691800,1219.01,1219.01,1217.28,1217.28,356.77,434563.92
1515691860,1221.15,1221.66,1219.01,1219.01,700.43,853346.44
1515691920,1222.28,1222.86,1221.12,1221.15,330.94,404355.58
1515691980,1223.6,1223.63,1222.38,1222.43,254.91,313432.79
1515692040,1225.22,1225.25,1223.29,1223.6,224.08,277076.87
1515692100,1225.27,1225.73,1224.88,1225.22,308.52,378729.73
1515692160,1224.36,1226.14,1224.26,1225.75,895.7,1093999.17
1515692220,1225.25,1225.25,1224.06,1224.36,210.37,257619.22
1515692280,1225.07,1225.33,1223.91,1225.3,405.01,495409.52
1515692340,1225.37,1225.73,1224.53,1224.63,197.62,242259.32
1515692400,1223.94,1224.76,1222.99,1224.75,275.15,336252.76
1515692460,1222.65,1223.84,1222.12,1223.76,217.52,266529.59
1515692520,1222.53,1223.33,1222.43,1222.65,245.72,301269.22
1515692580,1221.81,1222.77,1221.81,1222.58,137.22,168460.7
1515692640,1223.9,1224.02,1221.54,1221.81,272.05,332374.38
1515692700,1224.04,1224.26,1222.95,1222.95,161.4,198532.76
1515692760,1224.12,1224.56,1223.72,1224.04,185.89,227151.29
1515692820,1222.01,1224.05,1222.01,1224.05,270.63,331407.07
1515692880,1223.8,1224.29,1222.01,1222.01,298.93,365017.79
1515692940,1224.17,1224.56,1223.8,1223.8,236.45,289059.48
1515693000,1224.59,1224.84,1224.16,1224.16,189.5,231941.98
1515693060,1225.27,1225.56,1224.3,1224.64,275.58,337143.94
1515693120,1225.16,1225.68,1225.02,1225.27,306.53,377787.39
1515693180,1224.84,1225.23,1224.6,1225.16,334.58,410672.39
1515693240,1225.07,1225.48,1224.75,1225.17,453.67,558332.48
1515693300,1225.05,1225.6,1224.9,1225.07,235.67,288785.6
1515693360,1225.03,1225.63,1224.2,1225.05,200.45,245363.54
1515693420,1224.61,1225.03,1224.1,1225.03,117.44,144806.71
1515693480,1223.38,1224.61,1223.13,1224.61,305.65,375175.74
1515693540,1222.47,1223.67,1221.83,1223.38,234.98,287002.71
1515693600,1222.92,1222.98,1221.78,1222.45,392.61,480320.31
1515693660,1223.13,1223.51,1222.67,1223.23,239.48,292206.58
1515693720,1222.11,1223.13,1222.1,1223.13,266.54,325349.91
1515693780,1222.94,1223.1,1222.11,1222.11,225.46,275700.04
1515693840,1221.31,1223.07,1221.25,1222.94,200.37,244466.68
1515693900,1221.85,1221.85,1220.83,1221.31,442.64,539193.31
1515693960,1221.95,1221.95,1221.58,1221.85,210.38,256458.6
1515694020,1222.18,1222.25,1221.91,1221.95,357.7,436341.5
1515694080,1221.96,1222.26,1221.94,1222.18,257.16,313256.09
1515694140,1222.43,1222.77,1221.64,1221.92,218.01,266352.54
1515694200,1220.61,1222.91,1220.61,1222.91,287.54,352347.33
1515694260,1220.39,1220.65,1220.07,1220.61,81.59,101621.46
1515694320,1220.08,1220.65,1219.88,1220.39,206.81,251967.71
1515694380,1220.58,1220.63,1219.91,1220.04,175.59,214060.88
1515694440,1220.78,1221.91,1220.77,1220.77,189.2,231519.72
1515694500,1220.59,1220.86,1220.29,1220.78,274.89,335307.42
1515694560,1221.94,1222.55,1220.61,1220.61,303.02,369666.08
1515694620,1222.91,1223.05,1221.94,1221.94,467.38,569668.29
1515694680,1224.25,1224.25,1222.91,1222.91,369.42,450656.74
1515694740,1223.98,1224.28,1223.68,1224.24,329.87,403275.44
1515694800,1224.12,1224.33,1223.9,1223.98,156.42,190667.71
1515694860,1224.16,1224.44,1224.11,1224.12,251.88,307830.89
1515694920,1224.1,1224.43,1223.78,1224.16,249.67,304838.91
1515694980,1223.68,1224.14,1223.64,1224.1,198.93,243164.5
1515695040,1223.39,1223.82,1223.31,1223.68,216.97,265441.45
1515695100,1223.24,1223.63,1222.57,1223.13,291.75,356574.8
1515695160,1224.33,1224.33,1223.21,1223.24,488.6,597635.12
1515695220,1225.8,1225.95,1224.4,1224.4,499.88,612199.57
1515695280,1226.87,1227.01,1225.7,1225.81,235.22,288973.81
1515695340,1228.58,1228.58,1226.86,1226.86,418.41,516817.4
1515695400,1228.91,1229.5,1228.17,1228.58,324.84,399922.46
1515695460,1228.86,1228.95,1228.24,1228.91,302.11,370613.41
1515695520,1228.39,1229.16,1228.39,1228.86,118.03,147331.69
1515695580,1228.65,1229.01,1227.96,1228.39,116.19,142630.54
1515695640,1228.62,1229.38,1228.51,1228.65,345.15,423921.97
1515695700,1228.31,1229.48,1228.31,1228.62,204.35,251990.33
1515695760,1228.84,1229.09,1228.01,1228.31,225.04,275900.71
1515695820,1229.51,1229.51,1228.41,1228.84,171.38,210461.48
1515695880,1229.56,1229.69,1229.33,1229.51,118.32,145712.47
1515695940,1228.34,1229.66,1228.32,1229.57,477.19,585399.12
1515696000,1228.97,1229.04,1228.31,1228.34,161.16,197770.34
1515696060,1228.06,1229,1227.94,1228.97,194.68,238831.12
1515696120,1228.02,1228.58,1227.6,1228.29,142.95,175495.37
1515696180,1227.82,1228.25,1227.44,1228.02,107.98,133403.13
1515696240,1229.37,1229.4,1227.8,1227.82,277.03,341930.61
1515696300,1228.63,1229.34,1228.57,1229.34,246.61,303768.97
1515696360,1228.83,1229.32,1228.52,1228.63,153.45,188468.1
1515696420,1229.6,1229.76,1228.76,1228.83,142.92,175856.9
1515696480,1230.1,1230.14,1229.38,1229.6,158.9,195435.42
1515696540,1230.22,1230.24,1229.63,1230.1,274.67,338101.98
1515696600,1229.39,1230.22,1229.39,1230.22,349.03,429061.85
1515696660,1228,1229.65,1227.99,1229.38,259.83,319421.07
1515696720,1225.3,1228.04,1225.29,1228.03,246.26,302085.7
1515696780,1224.11,1225.43,1223.84,1225.3,211.61,260241.19
1515696840,1223.95,1225.12,1223.23,1224.11,607.99,746086.86
1515696900,1222.37,1223.72,1222.37,1223.72,227.67,279533.65
1515696960,1220.92,1222.46,1220.53,1222.34,323.12,395185.99
1515697020,1221.34,1221.94,1220.48,1220.92,285.3,349438.08
1515697080,1222.89,1222.94,1221.2,1221.34,178.77,218688.5
1515697140,1222.58,1223.41,1222.51,1222.92,128.17,156821.83
1515697200,1222.19,1222.61,1221.78,1222.57,111.09,136346.55
1515697260,1222.77,1222.93,1221.95,1222.19,106.21,129645.9
1515697320,1222.98,1223.6,1220.67,1223.03,485.91,593003.27
1515697380,1222.43,1223.32,1222.17,1222.87,286.8,350030.1
